Node Number,Node Type,Node Name,Intent,Entity Type,Entity,NLU Disabled?,Next Nodes,Message,Rich Asset Type,Rich Asset Content,Answer Required?,Behaviors,Command,Description,Output,Node Input,Parameter Input,Decision Variable,What Next?,Node Tags,Skill Tag,Variable,Platform Flag,Flows,CSS Classname
4101,D,Inform user police report required to file a claim,,,,,,Please note that you can proceed with filing a claim but to finalize your claim you will need to contact a police department and receive a **valid case number**.,button,"<<far fa-check>> Continue~4102|
<<far fa-arrow-alt-circle-left>> Go back~40",1,disable_input,,,,,,,,,,,,,
4102,A,VarCheck - POLICE_REPORT_EDIT_MODE (Police report → No),,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""POLICE_REPORT_EDIT_MODE""}",valid,true~418|false~415|error~99990,,,POLICE_REPORT_EDIT_MODE,,,
41021,A,CheckPoliceReport - Checks if answer is no or yes,,,,,,,,,,,CheckPoliceReport,"If the user selects ""No"" to the police report question, we're going to take them back to the summary node. If they select ""Yes"", we're going to ask them the additional questions (ex. police department).",success,,,success,yes~411|no~415|error~99990,,,POLICE_REPORT,,,
4103,A,VarCheck - POLICE_REPORT_EDIT_MODE (Police report → No),,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""POLICE_REPORT_EDIT_MODE""}",valid,true~418|false~411|error~99990,,,POLICE_REPORT_EDIT_MODE,,,
411,D,Ask for Case Number → CASE_NUMBER,,,,1,4111,Please enter the **case number** below:,button,"<<far fa-question-circle>> I don't know the case number~4111|
<<far fa-arrow-alt-circle-left>> Go back~4111",1,,,,,,,,,,,CASE_NUMBER,,,
4111,A,SelectionDestinations → CASE_NUMBER,,,,,,,,,,,SelectionDestinations,This action node will route the user based on either their button selection or free text entry. This script will route the user's selection to the proper destination.,next_node,,"{
  ""global_var"": ""CASE_NUMBER"",
  ""match"": {
    ""I don't know the case number"": ""41111"",
    ""Go back"": ""4""
  }
}",next_node,41111~41111|4~4|no_match~412|error~99990,,,CASE_NUMBER,,,
41111,A,AssignVariable - CASE_NUMBER (Unknown),,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""CASE_NUMBER"": ""N/A""
  }
}",success,true~4112|error~99990,,,CASE_NUMBER,,,
4112,D,Inform user case number is required,,,,,,"Please note that you can proceed with filing a claim, but to finalize your claim you will need a **valid case number** from a police department.",button,"<<far fa-check>> Continue~4122|
<<far fa-arrow-alt-circle-left>> Go back~411",1,disable_input,,,,,,,,,,,,,
412,A,SearchTextForRegex - CASE_NUMBER,,,,,,,,,,,SearchTextForRegEx,,found_regex,,"{
        ""input_text"": ""CASE_NUMBER"",
        ""output_var"": ""CASE_NUMBER"",
        ""regex"": ""^[a-zA-Z0-9:.,;$\\-()\\s]*$""
}",found_regex,true~4122|false~4121|error~99990,,,CASE_NUMBER,,,
4121,D,SearchTextForRegex - Invalid Case Number,,,,,,"I'm sorry, but it seems like the case number contains **invalid characters**. Would you like to try again?",button,<<far fa-undo>> Try again~411,1,disable_input,,,,,,,,,,,,,
4122,A,VarCheck - EDIT_MODE (Case number),,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~418|false~413|error~99990,,,EDIT_MODE,,,
413,D,Ask for Police Department → POLICE_DEPARTMENT,,,,1,4131,What is the name of the **police department** where the report was filed?,button,<<far fa-question-circle>> I don't know the police department~4131|<<far fa-arrow-alt-circle-left>> Go back~4131,1,,,,,,,,,,,POLICE_DEPARTMENT,,,
4131,A,SelectionDestinations → POLICE_DEPARTMENT,,,,,,,,,,,SelectionDestinations,This action node will route the user based on either their button selection or free text entry. This script will route the user's selection to the proper destination.,next_node,,"{
  ""global_var"": ""POLICE_DEPARTMENT"",
  ""match"": {
    ""I don't know the police department"": ""41311"",
    ""Go back"": ""411""
  }
}",next_node,41311~41311|411~411|no_match~414|error~99990,,,POLICE_DEPARTMENT,,,
41311,A,AssignVariable - POLICE_DEPARTMENT (N/A),,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""POLICE_DEPARTMENT"": ""N/A""
  }
}",success,true~4132|error~99990,,,POLICE_DEPARTMENT,,,
4132,D,Inform user police department is required,,,,,,Please note that you will need to contact your local police department and have a **valid case number** to proceed with finalizing a claim.,button,"<<far fa-check>> Continue~4142|
<<far fa-arrow-alt-circle-left>> Go back~413",1,disable_input,,,,,,,,,,,,,
414,A,SearchTextForRegex - POLICE_DEPARTMENT,,,,,,,,,,,SearchTextForRegEx,"Allow for commas, letters, and periods.",found_regex,,"{
        ""input_text"": ""POLICE_DEPARTMENT"",
        ""output_var"": ""POLICE_DEPARTMENT"",
        ""regex"": ""^[a-zA-Z0-9:.,;$\\-()\\s]*$""
}",found_regex,true~4142|false~4141|error~99990,,,POLICE_DEPARTMENT,,,
4141,D,SearchTextForRegex - Invalid Police Department,,,,,,"I'm sorry, but the name of the police department cannot contain any numbers or special characters.

*(ex. Oakland Police Department)*",button,<<far fa-undo>> Try again~413,1,disable_input,,,,,,,,,,,,,
4142,A,VarCheck - EDIT_MODE (Police department),,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~418|false~4143|error~99990,,,EDIT_MODE,,,
4143,A,VarCheck - POLICE_REPORT_EDIT_MODE (Police report → No),,,,,,,,,,,VarCheck,"If the user selects ""No"" to the police report question, we're going to take them back to the summary node. If they select ""Yes"", we're going to ask them the additional questions (ex. police department).",valid,,"{""global_var_name"":""POLICE_REPORT_EDIT_MODE""}",valid,true~418|false~415|error~99990,,,POLICE_REPORT_EDIT_MODE,,,
415,A,ListPickerGenerator → PROPERTY_OWNER,,,,,,,,,,,ListPickerGenerator,"Creates static multi-select LP for the ""PROPERTY_OWNER"" global var","list_picker,success",,"{
        ""items"": ""Me or my immediate family who lives with me|Someone other than family who lives with me|Someone who doesn't live with me""
}",success,true~4151|error~99990,,,,,,
4151,D,Ask for Owner → PROPERTY_OWNER,,,,1,41511,**Who owned** the stolen property?,selection,{415*list_picker},1,"multiple_choice,disable_input",,,,,,,,,,PROPERTY_OWNER,,,
41511,A,GetGeneratorSelection → PROPERTY_OWNER,,,,,,,,,,,GetGeneratorSelection,Retrieves the value from the LPGenerator,success,,"{""global_var_name"":""PROPERTY_OWNER""}",success,true~4152|error~99990,,,PROPERTY_OWNER,,,
4150,A,VariableReset - CASE_NUMBER + POLICE_DEPARTMENT,,,,,,,,,,,VariableReset,"This will clear all global variables if the user filled out CASE_NUMBER and POLICE_REPORT. If a user selected ""Yes"" to police report originally but then goes back and selects ""no"" we want to null out those global variables.",success,,,success,true~4|error~99990,,,"POLICE_DEPARTMENT,CASE_NUMBER,POLICE_REPORT",,,
4152,A,VarCheck - EDIT_MODE (Property Owner),,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~418|false~416|error~99990,,,EDIT_MODE,,,
416,D,Ask for Business Purpose → BUSINESS_PURPOSE,,,,,,Were any of the stolen items used for a **business purpose**?,button,"<<far fa-check>> Yes~4161|
<<far fa-ban>> No~4161",1,disable_input,,,,,,,,,,BUSINESS_PURPOSE,,,
4161,A,GetValue - BUSINESS_PURPOSE,,,,,,,,,,,GetValue,,success,,"{""global_vars"":""BUSINESS_PURPOSE""}",success,true~4162|false~99990,,,BUSINESS_PURPOSE,,,
4162,A,VarCheck - EDIT_MODE (Business Purpose),,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~418|false~418|error~99990,,,EDIT_MODE,,,
418,A,StripFontAwesome,,,,,,,,,,,StripFontAwesome,"Action node that removes FA from button selections. We need this action node for the ""CompileSummaryMessage"" action node to display properly.

Also sets global variables to ""Unknown"" if the global variable is coming to us as ""None"". Some of the global variables may come in as ""None"" (ex. police department) if others aren't present (ex. ""police report""). To elucidate, there would be no police department global variable if the user said ""no"" to a police report.",success,,,success,true~4181|false~99990|error~99990,,,"POLICE_REPORT,CASE_NUMBER,POLICE_DEPARTMENT,PROPERTY_OWNER,BUSINESS_PURPOSE",,,
4181,A,CompileSummaryMessage - Phase 3,,,,,,,,,,,CompileSummaryMessage,"Directions:

1) We will be compiling a dynamic string and returning it as the global variable in param input ""output_message"".

2) Look in the parameter input. For each element in ""conditional_items"":
- If the global variable in ""var"" exists (is not None), add the string in ""label"" to our final output string.

3) Arrange all labels according to the order provided in the parameter input.

4) All elements inside {} should be the global var value.

5) At the end, strip away all leading and trailing spaces and line breaks.

6) Return the final compiled string as the global variable in param input ""output_message"".",success,,"{
        ""output_message"": ""PHASE_3_SUMMARY"",
        ""conditional_items"": [{
                        ""var"": ""POLICE_REPORT"",
                        ""label"": ""Police Report: **{POLICE_REPORT}**
"",
                        ""order"": ""1""
                },
                {
                        ""var"": ""CASE_NUMBER"",
                        ""label"": ""Case Number: **{CASE_NUMBER}**
"",
                        ""order"": ""2""
                },
                {
                        ""var"": ""POLICE_DEPARTMENT"",
                        ""label"": ""Police Department: **{POLICE_DEPARTMENT}**
"",
                        ""order"": ""3""
                },
                {
                        ""var"": ""PROPERTY_OWNER"",
                        ""label"": ""Property Owner: **{PROPERTY_OWNER}**
"",
                        ""order"": ""4""
                },
                {
                        ""var"": ""BUSINESS_PURPOSE"",
                        ""label"": ""Business Purpose: **{BUSINESS_PURPOSE}**"",
                        ""order"": ""5""
                }
        ]
}",success,true~41811|false~99990,,,"POLICE_REPORT,CASE_NUMBER,POLICE_DEPARTMENT,PROPERTY_OWNER,BUSINESS_PURPOSE,PHASE_3_SUMMARY",,,
41811,A,VariableReset - EDIT_MODE,,,,,,,,,,,VariableReset,,success,,,success,true~4182|false~99990,,,"EDIT_MODE,POLICE_REPORT_EDIT_MODE",,,
4182,D,Phase 3 Summary,,,,,,"Can you please verify the information below is correct?

{PHASE_3_SUMMARY}",button,"<<far fa-check>> Yes, file my claim~42|
<<far fa-times>> I need to make an edit~421",1,disable_input,,,,,,,,,,,,,
42,A,GenerateAccessToken,,,,,,,,,,,GenerateAccessToken,"Access token that will be used in the ""CreateClaimPhase3"" action node",success,,,success,true~43|false~99990|error~99990,,,"ACCESS_TOKEN,GENERATE_ACCESS_TOKEN_CORRELATION_ID",,,
420,A,VarCheck - POLICE_REPORT,,,,,,,,,,,VarCheck,We want to show the user different edit options depending on if they have a police report or not.,valid,,"{""global_var_name"":""POLICE_REPORT""}",valid,true~421|false~421|error~99990,,,POLICE_REPORT,,,
421,D,Phase 3 Summary - Edit Info,,,,,,What information would you like to **edit**?,button,"<<far fa-arrow-alt-circle-left>> Go back~4181|
<<far fa-file-alt>> Police report~424|
<<far fa-hashtag>> Case number~425|
<<far fa-building>> Police department~426|
<<far fa-user-alt>> Property owner~427|
<<far fa-briefcase>> Business purpose~428",1,disable_input,,,,,,,,,,,,,
423,D,Phase 3 Summary (No Police Report) - Edit Info,,,,,,What information would you like to **edit**?,button,"<<far fa-arrow-alt-circle-left>> Go back~418|
<<far fa-user-headset>> Police report~424|
<<far fa-map>> Property owner~427|
<<far fa-map-marked>> Business purpose~428",1,disable_input,,,,,,,,,,,,,
424,A,AssignVariable - POLICE_REPORT_EDIT_MODE  | POLICE_REPORT,,,,,,,,,,,AssignVariable,"For this AssignVariable, we're setting the global variable ""POLICE_REPORT_EDIT_MODE "".

We need to make a custom global variable because if they answer ""Yes"" to the police report question, we need to follow-up with other questions. If we just put an ""EDIT_MODE"", the user would return to the summary and they wouldn't be asked the follow-up questions. - Lucas (8/9)",success,,"{
  ""set"": {
    ""POLICE_REPORT_EDIT_MODE"": ""true""
  }
}",success,true~40|error~99990,,,POLICE_REPORT_EDIT_MODE,,,
425,A,AssignVariable - EDIT_MODE | CASE_NUMBER,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~411|error~99990,,,EDIT_MODE,,,
426,A,AssignVariable - EDIT_MODE | POLICE_DEPARTMENT,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~413|error~99990,,,EDIT_MODE,,,
427,A,AssignVariable - EDIT_MODE | PROPERTY_OWNER,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~415|error~99990,,,EDIT_MODE,,,
428,A,AssignVariable - EDIT_MODE | BUSINESS_PURPOSE,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~416|error~99990,,,EDIT_MODE,,,
43,A,CheckBusinessRules,,,,,,,,,,,CheckBusinessRules,"This action node checks the user's selections against Travelers' business rules. For the favorable path (true~):

1. Police report - Yes
2. Police Department and Case Number must be provided
3. Property owner must be ""Me or Family who lives with me""
4. Business purpose - No",success,,,success,true~431|false~4310|error~99990,,,"POLICE_REPORT,POLICE_DEPARTMENT,CASE_NUMBER,PROPERTY_OWNER,BUSINESS_PURPOSE,INVESTIGATION_PASSED",,,
431,A,AssignVariable - INVESTIGATION_PASSED,,,,,,,,,,,AssignVariable,"If the user passes all the investigative questions, we'll go to this AssignVar. The ""true"" value in ""INVESTIGATION_PASSED"" will be used in the GenerateVeriskLink


Easter Egg --> To whoever finds this, you will be rewarded 20 Bonusly points by Lucas (6/30)",success,,"{
  ""set"": {
    ""INVESTIGATION_PASSED"": ""True""
  }
}",success,true~4310|error~99990,,,INVESTIGATION_PASSED,,,
4310,A,AssignBusinessVariable,,,,,,,,,,,AssignBusinessVariable,"This action node will take in the global variable ""INVESTIGATION_PASSED"" and output the global variable ""INVESTIGATION_PASSED_VARIABLE""

""INVESTIGATION_PASSED_VARIABLE"" will be either ""Yes"" or ""No"". We're setting this global variable so that we can feed it to BQ for reporting.",success,,,success,true~4311|error~99990,,,INVESTIGATION_PASSED,,,
4311,A,"PostEventToBQ - business_rule_kickout

✓",,,,,,,,,,,PostEventToBQ,Investigation Passed,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Investigative Questions Answered"",
        ""favorable"": ""{INVESTIGATION_PASSED}"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~4312|error~99990,,,"INVESTIGATION_PASSED,SESSION_ID",,,
4312,A,Clean Names,,,,,,,,,,,CleanNames,,success,,,success,true~432|error~99990,,,"FIRSTNAME,LASTNAME,AGENT_FIRSTNAME,AGENT_LASTNAME",,,
432,A,CreateClaimPhase3 ✓,,,,,,,,,,,CreateClaimPhase3,"True --> Claim has been created and user proceeds to itemization

retry_claim --> This means that there was a 502 or 504 response. In this case, we want to ask the user to try again. If they still hit the 502 or 504 we'll take them to the standard error message node (see #99990)",success,,,success,true~433|retry_claim~4321|false~99990|error~99990,,,"ACCESS_TOKEN,CHATID,FIRSTNAME,LASTNAME,AGENT_FULLNAME,OTHER_FILER,AGENT_FIRSTNAME,AGENT_LASTNAME,PHONE_NUMBER,PHONE_FORMATTED,EMAIL,INSURED_EMAIL,POLICYADDR_PRETTY,USER_DOL,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRSTATE,POLICYADDRPOSTAL,DOL,THEFT_ONPREMISE,THEFTADDR_PRETTY,BUILDINGDAMAGE,BUILDINGDAMAGE_ROOMS,SUMMARY_STRING,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRPOSTAL,CLAIM_NUMBER,POLICY_NUMBER,CREATE_CLAIM_CORRELATION_ID,LOSS_SUMMARY,CREATE_CLAIM_ERROR_MESSAGE,LASTURL,IS_TRAINING_BOOLEAN,REQUEST_BODY,POLICE_REPORT,CASE_NUMBER,POLICE_DEPARTMENT,PROPERTY_OWNER,BUSINESS_PURPOSE,CREATE_CLAIM_SUCCESS,INVESTIGATION_PASSED,REMARKS_NOTE",,,
4321,D,CreateClaimPhase3 Error Message → 502 or 504 response,,,,,,"Sorry, I encountered a technical error while trying to create your claim. Please try again.",button,<<far fa-check>> File my claim~4322,1,disable_input,,,,,,,,,,,,,
4322,A,CreateClaimPhase3 → User is retrying,,,,,,,,,,,CreateClaimPhase3,,success,,,success,true~433|retry_claim~99990|false~99990|error~99990,,,"ACCESS_TOKEN,CHATID,FIRSTNAME,LASTNAME,AGENT_FULLNAME,OTHER_FILER,AGENT_FIRSTNAME,AGENT_LASTNAME,PHONE_NUMBER,PHONE_FORMATTED,EMAIL,INSURED_EMAIL,POLICYADDR_PRETTY,USER_DOL,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRSTATE,POLICYADDRPOSTAL,DOL,THEFT_ONPREMISE,THEFTADDR_PRETTY,BUILDINGDAMAGE,BUILDINGDAMAGE_ROOMS,SUMMARY_STRING,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRPOSTAL,CLAIM_NUMBER,POLICY_NUMBER,CREATE_CLAIM_CORRELATION_ID,LOSS_SUMMARY,CREATE_CLAIM_ERROR_MESSAGE,LASTURL,IS_TRAINING_BOOLEAN,REQUEST_BODY,POLICE_REPORT,CASE_NUMBER,POLICE_DEPARTMENT,PROPERTY_OWNER,BUSINESS_PURPOSE,CREATE_CLAIM_SUCCESS,INVESTIGATION_PASSED,REMARKS_NOTE",,,
433,D,Display claim number,,,,,4331,"Thank you {FIRSTNAME}, I have successfully filed your claim as **{CLAIM_NUMBER}**.",,,,,,,,,,,,,,,,,
4331,A,"PostToBQTableClaimNumber

✓",,,,,,,,,,,PostToBQTableClaimNumber,,success,,,success,true~434|error~99990,,,"POLICY_NUMBER,PHONE_NUMBER,SESSION_ID,LASTURL,USER_PLATFORM,CLAIM_NUMBER,IS_TRAINING_BOOLEAN,ORIGINATOR,CLAIM_FILER",,,
434,A,"PostToBQTable → claim_submitted

✓",,,,,,,,,,,PostToBQTable,"Posts to BQ Table if a claim has been submitted. Once a claim has been submitted, the user cannot use the same link to file another claim.",success,,"{
  ""event"": ""claim_submitted""
}",success,true~435|error~99990,,,"POLICY_NUMBER,PHONE_NUMBER,SESSION_ID,LASTURL,USER_PLATFORM,ORIGINATOR,CLAIM_FILER",,,
435,A,GenerateVeriskToken,,,,,,,,,,,GenerateVeriskToken,Generates access token for the GenerateVeriskLink action node,success,,,success,true~436|error~99990,,,VERISK_ACCESS_TOKEN,,,
436,A,"GenerateVeriskLink

[/create-task endpoint]",,,,,,,,,,,GenerateVeriskLink,"If the user answers the investigative questions in a specific way, we'll generate a Verisk link",success,,,success,true~437|false~437|error~437,,,"VERISK_LINK,VERISK_ACCESS_TOKEN,CLAIM_NUMBER,POLICY_NUMBER,PHONE_FORMATTED,FIRSTNAME,LASTNAME,POLICYADDRPOSTAL,POLICYADDRSTATE,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRPOSTAL,BUILDINGDAMAGE,PYPESTREAM_TESTING,PRODUCER_CODE,INVESTIGATION_PASSED,POLICY_DEDUCTIBLE,REPLACEMENT_COST_ENDORSEMENT_PRESENT,POLICY_LIMIT,QUANTUM_POLICY,SNAPSHOT_ID",,,
4351,A,"GenerateVeriskTokenSeriesC

[Series C Testing]",,,,,,,,,,,GenerateVeriskTokenSeriesC,Generates access token for the GenerateVeriskLink action node,success,,,success,true~436|error~99990,,,VERISK_ACCESS_TOKEN,,,
4361,A,"GenerateVeriskLinkSeriesC

[Series C Testing]",,,,,,,,,,,GenerateVeriskLinkSeriesC,"If the user answers the investigative questions in a specific way, we'll generate a Verisk link",success,,,success,true~437|false~437|error~437,,,"VERISK_LINK,VERISK_ACCESS_TOKEN,CLAIM_NUMBER,POLICY_NUMBER,PHONE_FORMATTED,FIRSTNAME,LASTNAME,POLICYADDRPOSTAL,POLICYADDRSTATE,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRPOSTAL,BUILDINGDAMAGE,PYPESTREAM_TESTING,PRODUCER_CODE,INVESTIGATION_PASSED,POLICY_DEDUCTIBLE,REPLACEMENT_COST_ENDORSEMENT_PRESENT,POLICY_LIMIT,QUANTUM_POLICY",,,
437,A,"AssignVariable - SAVE_NODE

[Saves the user's spot]",,,,,,,,,,,AssignVariable,"Global variable to save the user's spot in the solution. There's a VarCheck in the ECH for this global variable. 

This global variable is used as a ""flag"" to mark the user's last location and bring them back to the webview if they close the chat + revisit the link.",success,,"{
  ""set"": {
    ""SAVE_NODE"": ""True""
  }
}",success,true~4371|error~99990,,,SAVE_NODE,,,
4371,A,PostToItemizationTable,,,,,,,,,,,PostToItemizationTable,Posts the SAVE_NODE checkpoint to BQ,success,,,success,true~44|error~99990,,,"SESSION_ID,POLICY_NUMBER,SAVE_NODE,VERISK_LINK,FIRSTNAME,LASTNAME,SAVE_NODE,EMAIL,CLAIM_NUMBER,POLICYADDRSTATE,POLICYADDRCITY,POLICYADDRPOSTAL,POLICYADDR1,POLICYADDR2,STOLEN_ITEMS_LIST,PHOTO_URL_LIST,EMAIL,STOLEN_ITEMS_LIST_FINAL,REMARKS_NOTE,POLICE_REPORT,POLICE_DEPARTMENT,CASE_NUMBER,PROPERTY_OWNER,BUSINESS_PURPOSE,INVESTIGATION_PASSED,STOLEN_ITEMS_SUMMARY,STOLEN_ITEM",,,
44,D,Instruct user on what's next,,,,,,"In the next steps you will provide details about your stolen items.

Please complete this form to the best of your ability. You will have an opportunity to upload pictures or documents to support your claim - the details you provide will help determine the value of your stolen items.

If you need to leave and return to the claims experience, your progress will be saved.",button,<<fal fa-arrow-alt-circle-right>>  Continue~440,1,disable_input,,,,,,,,,,,,,
440,D,Acknowledgment language before fraud message,,,,,4401,"Before we start, please acknowledge the below:",,,,,,,,,,,,,,,,,
4401,A,UserStateRouting → Based on POLICY_STATE,,,,,,,,,,,UserStateRouting,"We need to display fraud language to the user before they go to the form.

Travelers has fraud language that's unique per state (not all states but a lot of them). This action node will read the user's state (from their policy address), and route them to the fraud language that's specific to their state.

For example, if I'm from Cali I'll be routed to the California phony language disclaimer. The ""What's next"" will further elucidate this point. - 8/23/23 (Lucas)

The decision nodes are gonna start at the 5s (starting with node #5 for Alabama)


AL~5|
AK~51|
AZ~511|
AR~5111|
CA~5112|
CO~5113|
CT~5114|
DE~5115|
DC~5116|
FL~5117|
GA~5118|
HI~5119|
ID~512|
IL~5121|
IN~5122|
IA~5123|
KS~5124|
KY~5125|
LA~5126|
ME~5127|
MD~5128|
MA~5129|
MI~513|
MN~5131|
MS~5132|
MO~5133|
MT~5134|
NE~5135|
NV~5136|
NH~5137|
NJ~5138|
NM~5139|
NY~514|
NC~5141|
ND~5142|
OH~5143|
OK~5144|
OR~5145|
PA~5146|
PR~5147|
RI~5148|
SC~5149|
ND~515|
TN~5151|
TX~5152|
UT~5153|
VT~5154|
VA~5155|
WA~5156|
WV~5157|
WI~5158|
WY~5159|
error~99990",success,,,success,"AL~5|
AK~51|
AZ~511|
AR~5111|
CA~5112|
CO~5113|
CT~5114|
DE~5115|
DC~5116|
FL~5117|
GA~5118|
HI~5119|
ID~512|
IL~5121|
IN~5122|
IA~5123|
KS~5124|
KY~5125|
LA~5126|
ME~5127|
MD~5128|
MA~5129|
MI~513|
MN~5131|
MS~5132|
MO~5133|
MT~5134|
NE~5135|
NV~5136|
NH~5137|
NJ~5138|
NM~5139|
NY~514|
NC~5141|
ND~5142|
OH~5143|
OK~5144|
OR~5145|
PA~5146|
PR~5147|
RI~5148|
SC~5149|
ND~515|
TN~5151|
TX~5152|
UT~5153|
VT~5154|
VA~5155|
WA~5156|
WV~5157|
WI~5158|
WY~5159|
error~99990",,,POLICYADDRSTATE,,,
4402,A,VarCheck → STOLEN_ITEMS_LIST_FINAL,,,,,,,,,,,VarCheck,"If the global var is None, that means it's the first time going through the itemization flow. If the global Var is NOT none, it means the user is coming back to the solution. As such, we shouldn't ping the PostEventToBQ action node if the user is simply returning.",valid,,"{""global_var_name"":""STOLEN_ITEMS_LIST_FINAL""}",valid,true~441|false~44021|error~99990,,,STOLEN_ITEMS_LIST_FINAL,,,
44021,A,"PostEventToBQ → Webview Start

✓",,,,,,,,,,,PostEventToBQ,Start of Itemization Webview,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Webview Start"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~441|error~99990,,,SESSION_ID,,,
441,A,SetEnv - ENVIRONMENT,,,,,,,,,,,SetEnv,"Sets a global var called ENVIRONMENT equal to the runtime environment we're in. 

I.E. ENVIRONMENT will normally be set to either ""sandbox"" or ""live"".",success,,,success,true~4411|error~99990,,,ENVIRONMENT,,,
4411,A,VarCheck - STOLEN_ITEMS_LIST_FINAL,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""STOLEN_ITEMS_LIST_FINAL""}",valid,true~44111|false~4412|error~99990,,,STOLEN_ITEMS_LIST_FINAL,,,
44111,A,"PostEventToBQ → Resume Webview

✓",,,,,,,,,,,PostEventToBQ,Start of Itemization Webview,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Resume webview"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~444|error~99990,,,SESSION_ID,,,
4412,A,VariableReset - SELECTED_ENCODED_B64_STOLEN_ITEM (Item that was being added),,,,,,,,,,,VariableReset,"We need to reset this variable, because when a user is editing an item (in the StolenItemsListpicker) we save it as ""SELECTED_ENCODED_B64_STOLEN_ITEM "" and route them back to the webview. 

If the user edits an item and hits ""Add another item"" after, they'll be taken back to the webview with the SELECTED_ENCODED_B64_STOLEN_ITEM set as a URL parameter for the webview. We don't want that :'( - Lucas (9/29/23)",success,,,success,true~4413|error~99990,,,SELECTED_ENCODED_B64_STOLEN_ITEM,,,
4413,A,SetFormID - FORM_ID,,,,,,,,,,,SetFormID,"This action node used in conjunction with many embedded webviews. In case a solution has multiple webviews that send JS events to the solution, this action node ensures that they do not get mixed up. It assigns a specific for ID to an upcoming webview, so that events coming from that webview will be associated with this specific ID. 

In essense, this script simply increments FORM_ID by 1, or sets it equal to 1 if it doesn't exist yet.",success,,,success,true~442|error~99990,,,FORM_ID,,,
442,D,Items stolen webview,,,,1,4421,,webview,Add item~https://s3.us-west-2.amazonaws.com/preview.pypestream.com/cx/ItemsClaimedForm10.html?env={ENVIRONMENT}&timeout=1000&formId={FORM_ID}&form={SELECTED_ENCODED_B64_STOLEN_ITEM},1,,,,,,,,,,,,,,
